NodeLabel,UX,UY
1,-1.81371136435e-37,-5.0
2,0.400765627623,-3.519957304
3,0.638894021511,-3.47605037689
4,0.896676838398,-3.54299664497
5,0.954654037952,-3.44042229652
6,1.01386117935,-3.33409786224
7,1.05845463276,-3.19371414185
8,1.10955500603,-3.08756065369
9,1.15108418465,-2.97608613968
10,1.19386541843,-2.88627576828
11,1.2308191061,-2.80089879036
12,1.26394367218,-2.72980690002
13,1.29008829594,-2.66366767883
14,1.31001603603,-2.60619425774
15,1.32182812691,-2.55165219307
16,1.32594716549,-2.5
17,1.32182812691,-2.44834780693
18,1.31001603603,-2.39380574226
19,1.29008829594,-2.33633232117
20,1.26394367218,-2.27019309998
21,1.2308191061,-2.19910120964
22,1.19386541843,-2.11372423172
23,1.15108418465,-2.02391386032
24,1.10955500603,-1.91243934631
25,1.05845463276,-1.80628585815
26,1.01386117935,-1.66590225697
27,0.954654097557,-1.55957782269
28,0.896677136421,-1.45700335503
29,0.638893663883,-1.5239495039
30,0.400765508413,-1.48004245758
31,-6.90489743859e-35,-1.6056849904e-34
745,3.31420874693e-35,-5.0
746,0.50867921114,-4.26422452927
747,0.677123904228,-3.85653376579
748,0.821100115776,-3.66210889816
749,0.892909169197,-3.52543544769
750,0.944925487041,-3.40034651756
751,0.995444834232,-3.27271318436
752,1.04690337181,-3.1502699852
753,1.09840714931,-3.03890752792
754,1.14562821388,-2.93907785416
755,1.18862223625,-2.84868001938
756,1.22543823719,-2.76742553711
757,1.25547647476,-2.69365286827
758,1.27737283707,-2.62573099136
759,1.29086327553,-2.5617711544
760,1.2954249382,-2.5
761,1.29086327553,-2.4382288456
762,1.27737283707,-2.37426900864
763,1.25547647476,-2.30634713173
764,1.22543823719,-2.23257422447
765,1.18862223625,-2.15131998062
766,1.14562833309,-2.06092214584
767,1.09840714931,-1.96109235287
768,1.04690337181,-1.84973013401
769,0.995444774628,-1.72728669643
770,0.944925427437,-1.59965360165
771,0.892909228802,-1.47456467152
772,0.82110029459,-1.33789122105
773,0.67712366581,-1.14346587658
774,0.508679032326,-0.735775053501
775,1.19927436334e-35,-2.87221162117e-34
1489,2.64791180179e-35,-5.0
1490,0.27911862731,-4.32155275345
1491,0.446383059025,-4.06572008133
1492,0.645306944847,-3.90459156036
1493,0.769450545311,-3.66842317581
1494,0.864566147327,-3.50697898865
1495,0.925102412701,-3.34616541862
1496,0.984977602959,-3.22596168518
1497,1.04060292244,-3.10217094421
1498,1.09430408478,-2.99781632423
1499,1.14099097252,-2.89703440666
1500,1.18205606937,-2.80873417854
1501,1.21463215351,-2.72419428825
1502,1.23888504505,-2.64696264267
1503,1.25358247757,-2.57232785225
1504,1.25865221024,-2.5
1505,1.25358247757,-2.42767214775
1506,1.23888504505,-2.35303735733
1507,1.21463215351,-2.27580571175
1508,1.18205606937,-2.19126582146
1509,1.14099097252,-2.10296559334
1510,1.09430408478,-2.00218367577
1511,1.04060292244,-1.89782905579
1512,0.984977602959,-1.77403843403
1513,0.925102353096,-1.65383446217
1514,0.864566147327,-1.49302089214
1515,0.769450604916,-1.3315769434
1516,0.645307123661,-1.09540855885
1517,0.446382880211,-0.934279680252
1518,0.279118508101,-0.678446888924
1519,4.11961264891e-35,-2.76040236378e-34
2233,2.67919613753e-35,-5.0
2234,0.208708912134,-4.46306276321
2235,0.344997107983,-4.11520051956
2236,0.454962521791,-3.99904346466
2237,0.606365025043,-3.83778214455
2238,0.732301473618,-3.64405655861
2239,0.83341127634,-3.45895719528
2240,0.910297095776,-3.30463266373
2241,0.976294219494,-3.17416286469
2242,1.03408849239,-3.0564391613
2243,1.08638346195,-2.94863176346
2244,1.12981235981,-2.84922671318
2245,1.16540384293,-2.75614929199
2246,1.19116997719,-2.66805648804
2247,1.20715725422,-2.58319282532
2248,1.21230041981,-2.5
2249,1.20715725422,-2.4168074131
2250,1.19116997719,-2.33194351196
2251,1.16540384293,-2.24385070801
2252,1.1298122406,-2.15077328682
2253,1.08638346195,-2.05136823654
2254,1.03408849239,-1.94356095791
2255,0.976294219494,-1.82583701611
2256,0.910297095776,-1.69536721706
2257,0.833411216736,-1.54104268551
2258,0.732301473618,-1.35594344139
2259,0.606365144253,-1.16221797466
2260,0.454962700605,-1.00095677376
2261,0.344996899366,-0.884799182415
2262,0.208708837628,-0.536936879158
2263,4.29030039796e-35,-1.97003991072e-34
2977,2.94846584787e-35,-5.0
2978,0.129951402545,-4.48556566238
2979,0.241124942899,-4.20619916916
2980,0.366732180119,-4.06790828705
2981,0.468639194965,-3.91464400291
2982,0.594641089439,-3.7632689476
2983,0.707214236259,-3.57124638557
2984,0.810146450996,-3.40725231171
2985,0.891729533672,-3.2502040863
2986,0.961168885231,-3.1210706234
2987,1.01747894287,-2.9997959137
2988,1.06574082375,-2.89113879204
2989,1.10296273232,-2.78711843491
2990,1.13068544865,-2.6892747879
2991,1.14709186554,-2.59364199638
2992,1.15293002129,-2.5
2993,1.14709186554,-2.40635800362
2994,1.13068544865,-2.3107252121
2995,1.10296273232,-2.21288156509
2996,1.06574082375,-2.10886120796
2997,1.01747894287,-2.0002040863
2998,0.961168944836,-1.87892949581
2999,0.891729533672,-1.7497959137
3000,0.810146450996,-1.59274768829
3001,0.707214176655,-1.42875349522
3002,0.594641089439,-1.23673093319
3003,0.468639284372,-1.0853562355
3004,0.36673232913,-0.932091832161
3005,0.241124778986,-0.793800771236
3006,0.12995134294,-0.514434218407
3007,5.20422228795e-35,-2.28219105805e-34
3721,2.5266433161e-35,-5.0
3722,0.0955332964659,-4.55050230026
3723,0.188254356384,-4.23067903519
3724,0.265371322632,-4.12213563919
3725,0.377981871367,-3.98017263412
3726,0.476081222296,-3.82646870613
3727,0.584219992161,-3.66198563576
3728,0.686434864998,-3.49681854248
3729,0.783272862434,-3.33749318123
3730,0.863966107368,-3.1889591217
3731,0.931120336056,-3.05520033836
3732,0.983423411846,-2.9330124855
3733,1.02469992638,-2.81856274605
3734,1.05344188213,-2.70967459679
3735,1.07123780251,-2.60407137871
3736,1.07683944702,-2.5
3737,1.07123780251,-2.39592862129
3738,1.05344188213,-2.29032540321
3739,1.02469992638,-2.18143725395
3740,0.983423352242,-2.06698727608
3741,0.931120336056,-1.94479966164
3742,0.863966166973,-1.81104099751
3743,0.783272862434,-1.66250669956
3744,0.686434864998,-1.50318145752
3745,0.584219932556,-1.33801424503
3746,0.476081222296,-1.17353141308
3747,0.377981960773,-1.01982760429
3748,0.265371441841,-0.877864539623
3749,0.188254222274,-0.769320785999
3750,0.095533259213,-0.449497401714
3751,4.44963641872e-35,-1.70859492904e-34
4465,3.00187565052e-35,-5.0
4466,0.0651067867875,-4.56571054459
4467,0.136258468032,-4.28396034241
4468,0.214952066541,-4.15247964859
4469,0.284771859646,-4.02335357666
4470,0.381747245789,-3.88348340988
4471,0.470169633627,-3.71813416481
4472,0.566465258598,-3.56900000572
4473,0.657091856003,-3.4094350338
4474,0.74474799633,-3.26033186913
4475,0.818627715111,-3.11293888092
4476,0.879604876041,-2.97829890251
4477,0.924630820751,-2.85086226463
4478,0.956934928894,-2.73089742661
4479,0.975448191166,-2.61433506012
4480,0.981961250305,-2.5
4481,0.975448191166,-2.38566493988
4482,0.956934928894,-2.26910257339
4483,0.924630820751,-2.14913773537
4484,0.879604816437,-2.02170109749
4485,0.818627715111,-1.88706111908
4486,0.744748055935,-1.73966825008
4487,0.657091856003,-1.59056508541
4488,0.566465258598,-1.43099999428
4489,0.47016954422,-1.28186583519
4490,0.381747275591,-1.11651659012
4491,0.284771949053,-0.976646661758
4492,0.214952170849,-0.84752035141
4493,0.136258348823,-0.716039419174
4494,0.0651067495346,-0.434289336205
4495,5.55521238852e-35,-2.00817551886e-34
5209,2.44623732141e-35,-5.0
5210,0.048189021647,-4.59850072861
5211,0.105718791485,-4.29743146896
5212,0.154737249017,-4.18414354324
5213,0.226961240172,-4.05148935318
5214,0.289367258549,-3.91696763039
5215,0.371140897274,-3.76697778702
5216,0.448915958405,-3.61665225029
5217,0.532504200935,-3.46745157242
5218,0.610798537731,-3.31765651703
5219,0.685682475567,-3.16964960098
5220,0.749088525772,-3.02513718605
5221,0.800105750561,-2.88625717163
5222,0.835461854935,-2.75373601913
5223,0.856949210167,-2.62566995621
5224,0.863665938377,-2.5
